EventType: OnAppLoad EventDate: 7/27/2020 11:50:55 AM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 11:51:37 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 11:51:45 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 11:52:01 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 11:52:04 AM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 11:52:04 AM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 11:52:04 AM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 11:52:04 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 11:52:04 AM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 7/27/2020 11:52:27 AM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/27/2020 11:52:27 AM AdditionalInfo: 0.2 
EventType: Intensity EventDate: 7/27/2020 11:52:27 AM AdditionalInfo: 0.2 
EventType: Intensity EventDate: 7/27/2020 11:52:44 AM AdditionalInfo: 0.4 
EventType: Intensity EventDate: 7/27/2020 11:52:44 AM AdditionalInfo: 0.4 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 0.6 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 0.6 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 0.8 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 0.8 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 1 
EventType: Intensity EventDate: 7/27/2020 11:52:45 AM AdditionalInfo: 1 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.2 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.2 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.4 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.4 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.6 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.6 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.8 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 1.8 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 2 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 2 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 2.2 
EventType: Intensity EventDate: 7/27/2020 11:52:46 AM AdditionalInfo: 2.2 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.4 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.4 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.6 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.6 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.8 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 2.8 
EventType: Warning EventDate: 7/27/2020 11:52:47 AM AdditionalInfo:  
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 3 
EventType: Intensity EventDate: 7/27/2020 11:52:47 AM AdditionalInfo: 3 
EventType: Warning EventDate: 7/27/2020 11:52:50 AM AdditionalInfo:  
EventType: Intensity EventDate: 7/27/2020 11:52:50 AM AdditionalInfo: 3 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.98751 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.95004 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.862609 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.775178 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.662767 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.487906 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.338024 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.188143 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 2.000791 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 1.82593 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 1.663558 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 1.513677 
EventType: Intensity EventDate: 7/27/2020 11:52:59 AM AdditionalInfo: 1.363795 
