EventType: OnAppLoad EventDate: 8/4/2020 2:40:14 PM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 2:40:19 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 2:40:20 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 2:40:21 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 2:40:22 PM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 2:40:23 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 2:40:23 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 2:40:23 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:40:23 PM AdditionalInfo: 13 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 101 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 110 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 115 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 120 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 126 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 132 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 138 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 143 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 148 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 152 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 157 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 161 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 167 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 172 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 176 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 179 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 182 
EventType: Tension EventDate: 8/4/2020 2:40:34 PM AdditionalInfo: 183 
EventType: AchivementUnlocked EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.01249011 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.08743078 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.1373912 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.1998418 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.2498022 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.3122528 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.3622133 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.3996836 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.4371539 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.4746243 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.5120946 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.562055 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.6120155 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.6869562 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.7618968 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.8493276 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 0.9367584 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 1.049169 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 1.14909 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 1.224031 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 1.273991 
EventType: Intensity EventDate: 8/4/2020 2:40:35 PM AdditionalInfo: 1.286481 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.261501 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.236521 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.224031 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.186561 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.16158 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.12411 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.07415 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 1.036679 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.9742287 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.9242683 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.8743079 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.8368375 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.7993671 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.7618968 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.7369166 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.7119364 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.6869562 
EventType: Intensity EventDate: 8/4/2020 2:40:36 PM AdditionalInfo: 0.6619759 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 15 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 16 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 18 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 21 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 24 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 27 
EventType: Rotation EventDate: 8/4/2020 2:40:39 PM AdditionalInfo: 30 
