EventType: OnAppLoad EventDate: 8/4/2020 12:02:57 AM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 12:03:04 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 12:03:07 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 12:03:15 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 12:03:17 AM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 12:03:17 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 12:03:17 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 12:03:17 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 12:03:17 AM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.0236995 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.09479342 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.1184914 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.1895868 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.2132864 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.2606823 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.2843803 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.3080782 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.3317778 
EventType: Intensity EventDate: 8/4/2020 12:03:29 AM AdditionalInfo: 0.3791737 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 0.4976651 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 0.7820454 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 0.9953302 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.184917 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.303409 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.350804 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.374504 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.4219 
EventType: Intensity EventDate: 8/4/2020 12:03:37 AM AdditionalInfo: 1.445598 
EventType: Intensity EventDate: 8/4/2020 12:03:38 AM AdditionalInfo: 1.469296 
EventType: Intensity EventDate: 8/4/2020 12:03:38 AM AdditionalInfo: 1.516693 
