EventType: OnAppLoad EventDate: 8/4/2020 3:37:16 PM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 3:38:29 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 3:38:34 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 3:38:40 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 3:38:41 PM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 3:38:42 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 3:38:42 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 3:38:42 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 3:38:42 PM AdditionalInfo: 13 
EventType: Click EventDate: 8/4/2020 3:38:56 PM AdditionalInfo: Achivement window: True 
EventType: Click EventDate: 8/4/2020 3:38:59 PM AdditionalInfo: Achivement window: False 
EventType: AchivementUnlocked EventDate: 8/4/2020 3:39:02 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/4/2020 3:39:02 PM AdditionalInfo: 0.2 
EventType: Intensity EventDate: 8/4/2020 3:39:02 PM AdditionalInfo: 0.2 
EventType: Intensity EventDate: 8/4/2020 3:39:02 PM AdditionalInfo: 0.4 
EventType: Intensity EventDate: 8/4/2020 3:39:02 PM AdditionalInfo: 0.4 
EventType: Rotation EventDate: 8/4/2020 3:39:06 PM AdditionalInfo: 14 
EventType: Rotation EventDate: 8/4/2020 3:39:06 PM AdditionalInfo: 14 
EventType: Rotation EventDate: 8/4/2020 3:39:06 PM AdditionalInfo: 15 
EventType: Rotation EventDate: 8/4/2020 3:39:06 PM AdditionalInfo: 15 
EventType: Rotation EventDate: 8/4/2020 3:39:07 PM AdditionalInfo: 16 
EventType: Rotation EventDate: 8/4/2020 3:39:07 PM AdditionalInfo: 16 
EventType: Rotation EventDate: 8/4/2020 3:39:09 PM AdditionalInfo: 17 
EventType: Rotation EventDate: 8/4/2020 3:39:09 PM AdditionalInfo: 17 
