EventType: OnAppLoad EventDate: 7/27/2020 1:13:46 PM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 1:14:40 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 1:14:44 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 1:15:16 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 1:15:19 PM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 1:15:21 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:15:21 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:15:21 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 1:15:21 PM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 0.03512082 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 0.526797 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 0.8955572 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 0.983357 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.088716 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.211635 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.316995 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.404795 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.439914 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.369675 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.246756 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.194076 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.106276 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.053596 
EventType: Intensity EventDate: 7/27/2020 1:15:29 PM AdditionalInfo: 1.018476 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.036036 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.053596 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.071157 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.088716 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.106276 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.123836 
EventType: Intensity EventDate: 7/27/2020 1:15:30 PM AdditionalInfo: 1.141395 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.158956 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.176516 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.229195 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.246756 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.264314 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.281875 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.299435 
EventType: Intensity EventDate: 7/27/2020 1:15:31 PM AdditionalInfo: 1.316995 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 17 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 19 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 24 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 26 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 30 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 32 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 37 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 39 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 41 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 43 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 45 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 48 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 50 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 54 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 56 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 61 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 63 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 65 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 67 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 69 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 71 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 74 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 76 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 80 
EventType: Rotation EventDate: 7/27/2020 1:15:34 PM AdditionalInfo: 82 
EventType: Rotation EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: 71 
EventType: Rotation EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: 45 
EventType: Rotation EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: 21 
EventType: Rotation EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: 4 
EventType: AchivementUnlocked EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: CR1 
EventType: Rotation EventDate: 7/27/2020 1:15:35 PM AdditionalInfo: 0 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 2 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 24 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 47 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 58 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 60 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 63 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 65 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 67 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 52 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 19 
EventType: Rotation EventDate: 7/27/2020 1:15:37 PM AdditionalInfo: 0 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 11 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 19 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 30 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 32 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 37 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 43 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 47 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 54 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 58 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 63 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 65 
EventType: Rotation EventDate: 7/27/2020 1:15:38 PM AdditionalInfo: 69 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 71 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 73 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 80 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 84 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 97 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 106 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 110 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 112 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 114 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 127 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 138 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 151 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 164 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 166 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 171 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 173 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 177 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 182 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 186 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 188 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 190 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 192 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 199 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 205 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 210 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 216 
EventType: Rotation EventDate: 7/27/2020 1:15:39 PM AdditionalInfo: 221 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 227 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 229 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 231 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 234 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 238 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 240 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 242 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 244 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 247 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 249 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 255 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 270 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 275 
EventType: Rotation EventDate: 7/27/2020 1:15:40 PM AdditionalInfo: 279 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 281 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 285 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 292 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 294 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 283 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 268 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 260 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 253 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 251 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 249 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 247 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 244 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 240 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 236 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 231 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 223 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 218 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 216 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 214 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 212 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 210 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 208 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 205 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 203 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 201 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 197 
EventType: Rotation EventDate: 7/27/2020 1:15:41 PM AdditionalInfo: 195 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 197 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 205 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 210 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 214 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 216 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 223 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 225 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 227 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 231 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 234 
EventType: Rotation EventDate: 7/27/2020 1:15:42 PM AdditionalInfo: 236 
EventType: Tension EventDate: 7/27/2020 1:15:43 PM AdditionalInfo: 102 
EventType: Tension EventDate: 7/27/2020 1:15:43 PM AdditionalInfo: 104 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 106 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 108 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 112 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 116 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 117 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 120 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 123 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 124 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 126 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 128 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 130 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 131 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 134 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 135 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 136 
EventType: Tension EventDate: 7/27/2020 1:15:44 PM AdditionalInfo: 137 
