EventType: OnAppLoad EventDate: 8/4/2020 2:10:25 AM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 2:10:30 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 2:10:32 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 2:10:33 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 2:10:35 AM AdditionalInfo:  
EventType: Rotation EventDate: 8/4/2020 2:11:21 AM AdditionalInfo: 27 
EventType: Rotation EventDate: 8/4/2020 2:11:21 AM AdditionalInfo: 27 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 105 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 105 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 106 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 106 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 107 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 107 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 108 
EventType: Tension EventDate: 8/4/2020 2:11:22 AM AdditionalInfo: 108 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 109 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 109 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 110 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 110 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 111 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 111 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 112 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 112 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 113 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 113 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 114 
EventType: Tension EventDate: 8/4/2020 2:11:23 AM AdditionalInfo: 114 
EventType: Tension EventDate: 8/4/2020 2:11:24 AM AdditionalInfo: 115 
EventType: Tension EventDate: 8/4/2020 2:11:24 AM AdditionalInfo: 115 
EventType: Tension EventDate: 8/4/2020 2:11:24 AM AdditionalInfo: 116 
EventType: Tension EventDate: 8/4/2020 2:11:24 AM AdditionalInfo: 116 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 117 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 117 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 118 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 118 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 119 
EventType: Tension EventDate: 8/4/2020 2:11:26 AM AdditionalInfo: 119 
EventType: Tension EventDate: 8/4/2020 2:11:27 AM AdditionalInfo: 120 
EventType: Tension EventDate: 8/4/2020 2:11:27 AM AdditionalInfo: 120 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 123 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 125 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 126 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 130 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 131 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 135 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 136 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 138 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 143 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 144 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 146 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 148 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 149 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 151 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 154 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 156 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 159 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 160 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 164 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 167 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 170 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 172 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 175 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 177 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 178 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 180 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 182 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 185 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 190 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 191 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 193 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 194 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 198 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 206 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 209 
EventType: Tension EventDate: 8/4/2020 2:11:28 AM AdditionalInfo: 214 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 224 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 233 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 246 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 259 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 267 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 275 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 280 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 284 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 287 
EventType: Tension EventDate: 8/4/2020 2:11:29 AM AdditionalInfo: 300 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 30 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 36 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 39 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 42 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 47 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 50 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 56 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 59 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 62 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 71 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 80 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 97 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 103 
EventType: Rotation EventDate: 8/4/2020 2:11:32 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 115 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 118 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 123 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 129 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 132 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 135 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 138 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 144 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 150 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 153 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 156 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 158 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 161 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 167 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 170 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 173 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 179 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 182 
EventType: Rotation EventDate: 8/4/2020 2:11:33 AM AdditionalInfo: 185 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 179 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 167 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 158 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 153 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 147 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 141 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 135 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 132 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 126 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 120 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 115 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 106 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 103 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 97 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 94 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 91 
EventType: Rotation EventDate: 8/4/2020 2:11:34 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 83 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 80 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 77 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 80 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 85 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 91 
EventType: Rotation EventDate: 8/4/2020 2:11:35 AM AdditionalInfo: 97 
EventType: Rotation EventDate: 8/4/2020 2:11:36 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:11:36 AM AdditionalInfo: 106 
EventType: Rotation EventDate: 8/4/2020 2:11:36 AM AdditionalInfo: 103 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 106 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 109 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 118 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 120 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 123 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 126 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 129 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 132 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 135 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 141 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 144 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 147 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 150 
EventType: Rotation EventDate: 8/4/2020 2:11:38 AM AdditionalInfo: 153 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 156 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 161 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 164 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 167 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 170 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 173 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 176 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 179 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 182 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 185 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 182 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 176 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 173 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 167 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 161 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 156 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 150 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 141 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 135 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 129 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 126 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 115 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 106 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 103 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 94 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 91 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:39 AM AdditionalInfo: 85 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 83 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 80 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 77 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 74 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 68 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 62 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 59 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 56 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 50 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 47 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 42 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 39 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 36 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 33 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 27 
EventType: Rotation EventDate: 8/4/2020 2:11:40 AM AdditionalInfo: 24 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 21 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 30 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 33 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 39 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 42 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 45 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 47 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 50 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 56 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 59 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 65 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 71 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 74 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 77 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 83 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 85 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 91 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 94 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 97 
EventType: Rotation EventDate: 8/4/2020 2:11:41 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:11:42 AM AdditionalInfo: 94 
EventType: Rotation EventDate: 8/4/2020 2:11:42 AM AdditionalInfo: 91 
EventType: Rotation EventDate: 8/4/2020 2:11:42 AM AdditionalInfo: 88 
EventType: Rotation EventDate: 8/4/2020 2:11:42 AM AdditionalInfo: 83 
EventType: Tension EventDate: 8/4/2020 2:11:44 AM AdditionalInfo: 298 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 297 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 295 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 294 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 292 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 290 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 289 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 287 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 285 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 282 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 281 
EventType: Tension EventDate: 8/4/2020 2:11:45 AM AdditionalInfo: 279 
