EventType: OnAppLoad EventDate: 7/27/2020 1:49:30 PM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 1:49:34 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 1:49:40 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 1:49:49 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 1:49:51 PM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 1:49:51 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:49:51 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:49:51 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 1:49:51 PM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 7/27/2020 1:49:57 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/27/2020 1:49:57 PM AdditionalInfo: 2.721843 
EventType: Intensity EventDate: 7/27/2020 1:49:59 PM AdditionalInfo: 2.026693 
EventType: Rotation EventDate: 7/27/2020 1:50:17 PM AdditionalInfo: 95 
EventType: Rotation EventDate: 7/27/2020 1:50:17 PM AdditionalInfo: 160 
EventType: Rotation EventDate: 7/27/2020 1:50:18 PM AdditionalInfo: 185 
EventType: Rotation EventDate: 7/27/2020 1:50:19 PM AdditionalInfo: 222 
EventType: Rotation EventDate: 7/27/2020 1:50:26 PM AdditionalInfo: 15 
EventType: Tension EventDate: 7/27/2020 1:50:28 PM AdditionalInfo: 211 
EventType: Tension EventDate: 7/27/2020 1:50:28 PM AdditionalInfo: 238 
EventType: Tension EventDate: 7/27/2020 1:50:29 PM AdditionalInfo: 262 
EventType: Tension EventDate: 7/27/2020 1:50:30 PM AdditionalInfo: 220 
EventType: Intensity EventDate: 7/27/2020 1:50:39 PM AdditionalInfo: 2.226693 
EventType: Intensity EventDate: 7/27/2020 1:50:39 PM AdditionalInfo: 2.226693 
EventType: NoActionClick EventDate: 7/27/2020 1:50:57 PM AdditionalInfo: Hint showed: CR1 
EventType: Rotation EventDate: 7/27/2020 1:51:04 PM AdditionalInfo: 91 
EventType: Rotation EventDate: 7/27/2020 1:51:05 PM AdditionalInfo: 130 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 173 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 177 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 189 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 204 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 234 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 251 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 269 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 288 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 306 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 325 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 339 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 352 
EventType: AchivementUnlocked EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: CR1 
EventType: Rotation EventDate: 7/27/2020 1:51:06 PM AdditionalInfo: 360 
EventType: Tension EventDate: 7/27/2020 1:51:16 PM AdditionalInfo: 211 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 209 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 206 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 201 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 196 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 188 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 185 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 178 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 172 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 166 
EventType: Tension EventDate: 7/27/2020 1:51:17 PM AdditionalInfo: 162 
