EventType: OnAppLoad EventDate: 7/30/2020 10:55:04 AM AdditionalInfo:  
EventType: Click EventDate: 7/30/2020 10:55:20 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/30/2020 10:55:21 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/30/2020 10:55:23 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/30/2020 10:55:25 AM AdditionalInfo:  
EventType: Tension EventDate: 7/30/2020 10:55:26 AM AdditionalInfo: 100 
EventType: Tension EventDate: 7/30/2020 10:55:26 AM AdditionalInfo: 100 
EventType: Tension EventDate: 7/30/2020 10:55:26 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/30/2020 10:55:26 AM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 7/30/2020 10:55:29 AM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/30/2020 10:55:29 AM AdditionalInfo: 0.9629252 
EventType: Rotation EventDate: 7/30/2020 10:56:07 AM AdditionalInfo: 90 
EventType: Rotation EventDate: 7/30/2020 10:56:07 AM AdditionalInfo: 90 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.9473126 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.9160873 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.9004746 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.884862 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.8380241 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.8224114 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.7911861 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.7755735 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.7287356 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.713123 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.6975104 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.6818977 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.666285 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.6818977 
EventType: Intensity EventDate: 7/30/2020 10:56:09 AM AdditionalInfo: 0.6975104 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.713123 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.7287356 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.7599608 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.7755735 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.7911861 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.8224114 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.8380241 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.8536367 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.8692493 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.884862 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.9004746 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.9160873 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.9473126 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.9629252 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 0.9941505 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.009763 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.040988 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.056601 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.087826 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.150277 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.212727 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.259565 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.275178 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.306403 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.337629 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.384466 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.446917 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.46253 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.509367 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.52498 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.556206 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.571818 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.587431 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.603044 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.634269 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.649881 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.665494 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.681107 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.696719 
EventType: Intensity EventDate: 7/30/2020 10:56:10 AM AdditionalInfo: 1.712332 
EventType: Intensity EventDate: 7/30/2020 10:56:14 AM AdditionalInfo: 1.696719 
EventType: Intensity EventDate: 7/30/2020 10:56:14 AM AdditionalInfo: 1.681107 
EventType: Intensity EventDate: 7/30/2020 10:56:14 AM AdditionalInfo: 1.665494 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.649881 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.634269 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.618656 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.603044 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.571818 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.540593 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.52498 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.493755 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.46253 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.446917 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.431304 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.415692 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.400079 
EventType: Intensity EventDate: 7/30/2020 10:56:17 AM AdditionalInfo: 1.384466 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.368854 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.337629 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.322016 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.306403 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.290791 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.275178 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.259565 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.243953 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.212727 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.197115 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.181502 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.16589 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.150277 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.134664 
EventType: Intensity EventDate: 7/30/2020 10:56:18 AM AdditionalInfo: 1.150277 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.16589 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.181502 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.16589 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.150277 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.134664 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 1.072214 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.9629252 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.8380241 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.8067988 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.7443482 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.713123 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.6818977 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.6506724 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.6350597 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.6194471 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.5882218 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.5726092 
EventType: Intensity EventDate: 7/30/2020 10:56:19 AM AdditionalInfo: 0.5413839 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.5257713 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.494546 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.4320954 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.3852575 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.3384196 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.2915817 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.275969 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.2603564 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.2447437 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.2135185 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.1979058 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.1822932 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.1666806 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.1510679 
EventType: Intensity EventDate: 7/30/2020 10:56:20 AM AdditionalInfo: 0.1354553 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.1510679 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.1822932 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.1979058 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.2135185 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.2447437 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.275969 
EventType: Intensity EventDate: 7/30/2020 10:56:21 AM AdditionalInfo: 0.2915817 
