EventType: OnAppLoad EventDate: 8/4/2020 12:02:48 AM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 12:03:45 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 12:03:46 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 12:03:47 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 12:03:49 AM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 12:03:50 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 12:03:50 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 12:03:50 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 12:03:50 AM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 0.0236995 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 0.7346494 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 0.9479343 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.090124 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.137521 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.184917 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.232313 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.27971 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.327108 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.350806 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.469297 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.492995 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.516693 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.540391 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.564091 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.587789 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.611487 
EventType: Intensity EventDate: 8/4/2020 12:04:02 AM AdditionalInfo: 1.635186 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.611487 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.587789 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.564091 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.540391 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.516693 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.492995 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.469297 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.445599 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.4219 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.398202 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.374504 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.350806 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.327108 
EventType: Intensity EventDate: 8/4/2020 12:04:03 AM AdditionalInfo: 1.303409 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 19 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 22 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 28 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 33 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 39 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 45 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 51 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 57 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 63 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 71 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 74 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 83 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 86 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 92 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 95 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 98 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 101 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 104 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 106 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 109 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 115 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 118 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 121 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 124 
EventType: Rotation EventDate: 8/4/2020 12:04:06 AM AdditionalInfo: 127 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 124 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 121 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 118 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 115 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 112 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 109 
EventType: Rotation EventDate: 8/4/2020 12:04:07 AM AdditionalInfo: 106 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 102 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 103 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 105 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 106 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 108 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 110 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 113 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 115 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 118 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 119 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 121 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 126 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 128 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 129 
EventType: Tension EventDate: 8/4/2020 12:04:09 AM AdditionalInfo: 132 
