EventType: OnAppLoad EventDate: 7/27/2020 1:50:48 PM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 1:51:31 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 1:51:38 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 1:51:54 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 1:51:58 PM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 1:51:59 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:51:59 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:51:59 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 1:51:59 PM AdditionalInfo: 13 
EventType: Intensity EventDate: 7/27/2020 1:52:05 PM AdditionalInfo: 0 
EventType: AchivementUnlocked EventDate: 7/27/2020 1:52:05 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/27/2020 1:52:05 PM AdditionalInfo: 0.03297103 
EventType: Intensity EventDate: 7/27/2020 1:52:05 PM AdditionalInfo: 0.3462103 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.3791813 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.4616142 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.478099 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.5110716 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.5275593 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.5770167 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.5935029 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.6099892 
EventType: Intensity EventDate: 7/27/2020 1:52:06 PM AdditionalInfo: 0.6264755 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 0.7418794 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 1.236465 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 1.846455 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 2.3905 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 2.654279 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 2.802655 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 2.901571 
EventType: Intensity EventDate: 7/27/2020 1:52:09 PM AdditionalInfo: 2.934544 
EventType: Intensity EventDate: 7/27/2020 1:52:11 PM AdditionalInfo: 2.95103 
EventType: Intensity EventDate: 7/27/2020 1:52:11 PM AdditionalInfo: 3 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.802655 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.588333 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.489416 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.357527 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.258609 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.225638 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.192666 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.176178 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.143205 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.12672 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.110234 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 2.060776 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.99483 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.945372 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.895913 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.86294 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.796995 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.764024 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.714565 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.665106 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.632134 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.599161 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.533218 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.500245 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.467273 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.450786 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.417814 
EventType: Intensity EventDate: 7/27/2020 1:52:12 PM AdditionalInfo: 1.401327 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 101 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 102 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 103 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 106 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 107 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 108 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 109 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 110 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 111 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 114 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 116 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 118 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 119 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 121 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 125 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 130 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 135 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 144 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 148 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 153 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 155 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 156 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 159 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 161 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 163 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 165 
EventType: Tension EventDate: 7/27/2020 1:52:15 PM AdditionalInfo: 166 
