EventType: OnAppLoad EventDate: 7/30/2020 7:38:24 PM AdditionalInfo:  
EventType: Click EventDate: 7/30/2020 7:38:49 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/30/2020 7:38:50 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/30/2020 7:38:52 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/30/2020 7:38:56 PM AdditionalInfo:  
EventType: Tension EventDate: 7/30/2020 7:38:57 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/30/2020 7:38:57 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/30/2020 7:38:57 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/30/2020 7:38:58 PM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 7/30/2020 7:39:06 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 7/30/2020 7:39:06 PM AdditionalInfo: 0.1782238 
EventType: Intensity EventDate: 7/30/2020 7:39:07 PM AdditionalInfo: 1.9319 
EventType: Intensity EventDate: 7/30/2020 7:39:07 PM AdditionalInfo: 2.311072 
EventType: Intensity EventDate: 7/30/2020 7:39:07 PM AdditionalInfo: 2.382167 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 102 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 108 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 115 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 124 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 134 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 145 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 157 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 166 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 179 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 189 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 199 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 205 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 210 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 212 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 215 
EventType: Tension EventDate: 7/30/2020 7:39:12 PM AdditionalInfo: 217 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 65 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 68 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 71 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 83 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 103 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 126 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 147 
EventType: Rotation EventDate: 7/30/2020 7:39:14 PM AdditionalInfo: 164 
