EventType: OnAppLoad EventDate: 8/4/2020 1:53:52 AM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 1:53:58 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 1:54:01 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 1:54:02 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 1:54:04 AM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 228 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 230 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 231 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 233 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 234 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 236 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 238 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 239 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 241 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 242 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 244 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 246 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 247 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 249 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 251 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 252 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 254 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 255 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 257 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 259 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 260 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 262 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 265 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 267 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 268 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 272 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 275 
EventType: Tension EventDate: 8/4/2020 1:54:16 AM AdditionalInfo: 276 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 280 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 281 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 285 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 286 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 289 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 293 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 294 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 297 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 299 
EventType: Tension EventDate: 8/4/2020 1:54:17 AM AdditionalInfo: 300 
EventType: Click EventDate: 8/4/2020 1:54:23 AM AdditionalInfo: ShowObjs: False 
EventType: Click EventDate: 8/4/2020 1:54:24 AM AdditionalInfo: ShowObjs: True 
EventType: Click EventDate: 8/4/2020 1:54:25 AM AdditionalInfo: Rotation: True 
EventType: Click EventDate: 8/4/2020 1:54:26 AM AdditionalInfo: Rotation: False 
EventType: Click EventDate: 8/4/2020 1:54:27 AM AdditionalInfo: Achivement window: True 
EventType: Click EventDate: 8/4/2020 1:54:27 AM AdditionalInfo: Achivement window: False 
