EventType: OnAppLoad EventDate: 8/4/2020 2:41:41 AM AdditionalInfo:  
EventType: Click EventDate: 8/4/2020 2:42:00 AM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/4/2020 2:42:02 AM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/4/2020 2:42:06 AM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/4/2020 2:42:10 AM AdditionalInfo:  
EventType: Tension EventDate: 8/4/2020 2:42:12 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 2:42:12 AM AdditionalInfo: 100 
EventType: Tension EventDate: 8/4/2020 2:42:12 AM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/4/2020 2:42:12 AM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 8/4/2020 2:42:27 AM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/4/2020 2:42:27 AM AdditionalInfo: 0.1322093 
EventType: Intensity EventDate: 8/4/2020 2:42:27 AM AdditionalInfo: 0.3325892 
EventType: Intensity EventDate: 8/4/2020 2:42:28 AM AdditionalInfo: 0.5329708 
EventType: Intensity EventDate: 8/4/2020 2:42:28 AM AdditionalInfo: 0.63316 
EventType: Intensity EventDate: 8/4/2020 2:42:28 AM AdditionalInfo: 0.666558 
EventType: Intensity EventDate: 8/4/2020 2:42:28 AM AdditionalInfo: 0.6999544 
EventType: Intensity EventDate: 8/4/2020 2:42:28 AM AdditionalInfo: 0.7333523 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.6999544 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.666558 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.5663672 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.4661779 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.3659857 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.2991928 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.2324 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.1656072 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.09881283 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.06541491 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0.03201849 
EventType: Intensity EventDate: 8/4/2020 2:42:29 AM AdditionalInfo: 0 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.03201849 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.06541491 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.09881283 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.1322093 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.1656072 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.1990036 
EventType: Intensity EventDate: 8/4/2020 2:42:30 AM AdditionalInfo: 0.2324 
EventType: Intensity EventDate: 8/4/2020 2:42:31 AM AdditionalInfo: 0.2657964 
EventType: Intensity EventDate: 8/4/2020 2:42:31 AM AdditionalInfo: 0.2991928 
EventType: Intensity EventDate: 8/4/2020 2:42:31 AM AdditionalInfo: 0.3325892 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.3659857 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.3993836 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.43278 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.4661779 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.4995744 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.5329708 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.5663672 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.5997636 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.63316 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.666558 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.6999544 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.7333523 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.7667487 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.8001451 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.8335415 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.866938 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.9003344 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.9337323 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 0.9671288 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.000525 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.033922 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.067319 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.100716 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.134112 
EventType: Intensity EventDate: 8/4/2020 2:42:32 AM AdditionalInfo: 1.167509 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.234303 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.267699 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.301096 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.36789 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.434683 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.468079 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.534874 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.601667 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.701857 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 1.868841 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.002428 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.102619 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.20281 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.269603 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.369792 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.469982 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.570173 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.670362 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.737157 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.770553 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.837348 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.90414 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 2.970935 
EventType: Intensity EventDate: 8/4/2020 2:42:33 AM AdditionalInfo: 3 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.870744 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.737157 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.636966 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.60357 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.570173 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.536777 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.50338 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.469982 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.436586 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.40319 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.369792 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.336395 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.302999 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 2.20281 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.969032 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.802047 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.668461 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.534874 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.434683 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.401287 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.334494 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.267699 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.200905 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.100716 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 1.033922 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.9671288 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.9337323 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.9003344 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.866938 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.8001451 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.6999544 
EventType: Intensity EventDate: 8/4/2020 2:42:34 AM AdditionalInfo: 0.5663672 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.4661779 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.3325892 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.2324 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.1322093 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.06541491 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.03201849 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.06541491 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.09881283 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.1322093 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.1656072 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.1990036 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.2657964 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.3325892 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.3993836 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.4661779 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.4995744 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.5663672 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.5997636 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.63316 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.666558 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.6999544 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.7333523 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.7667487 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.8001451 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.8335415 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.866938 
EventType: Intensity EventDate: 8/4/2020 2:42:35 AM AdditionalInfo: 0.9003344 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 0.9337323 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 0.9671288 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.000525 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.033922 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.067319 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.100716 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.134112 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.167509 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.200905 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.234303 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.267699 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.301096 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.334494 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.36789 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.401287 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.434683 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.468079 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.501476 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.56827 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.601667 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.635065 
EventType: Intensity EventDate: 8/4/2020 2:42:36 AM AdditionalInfo: 1.668461 
