EventType: OnAppLoad EventDate: 8/22/2020 8:25:59 PM AdditionalInfo:  
EventType: Click EventDate: 8/22/2020 8:26:07 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/22/2020 8:26:12 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/22/2020 8:26:15 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/22/2020 8:26:19 PM AdditionalInfo:  
EventType: Tension EventDate: 8/22/2020 8:26:21 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/22/2020 8:26:21 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/22/2020 8:26:21 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/22/2020 8:26:21 PM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.0236995 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.3554742 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.6161565 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.7346479 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.8057433 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.8531393 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.9242347 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.9479343 
EventType: Intensity EventDate: 8/22/2020 8:26:34 PM AdditionalInfo: 0.9953302 
EventType: Intensity EventDate: 8/22/2020 8:26:35 PM AdditionalInfo: 1.042726 
EventType: Intensity EventDate: 8/22/2020 8:26:35 PM AdditionalInfo: 1.090124 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.113822 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.13752 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.161217 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.184917 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.208615 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.232313 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.256011 
EventType: Intensity EventDate: 8/22/2020 8:26:36 PM AdditionalInfo: 1.279709 
EventType: Intensity EventDate: 8/22/2020 8:26:38 PM AdditionalInfo: 1.256011 
