EventType: OnAppLoad EventDate: 8/3/2020 3:05:12 PM AdditionalInfo:  
EventType: Click EventDate: 8/3/2020 3:05:28 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 8/3/2020 3:05:31 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 8/3/2020 3:05:35 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 8/3/2020 3:05:36 PM AdditionalInfo:  
EventType: Tension EventDate: 8/3/2020 3:05:37 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/3/2020 3:05:37 PM AdditionalInfo: 100 
EventType: Tension EventDate: 8/3/2020 3:05:37 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 8/3/2020 3:05:37 PM AdditionalInfo: 13 
EventType: AchivementUnlocked EventDate: 8/3/2020 3:05:44 PM AdditionalInfo: CR0 
EventType: Intensity EventDate: 8/3/2020 3:05:44 PM AdditionalInfo: 0.04683792 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.2498022 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.2810275 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.3747033 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.4215413 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.4371539 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.4683792 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.4996045 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.5308298 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.5464424 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.562055 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.5776677 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.5932803 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.608893 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.6245056 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.6401182 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.6557308 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.6869562 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.7025688 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.7181814 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.7337941 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.7494067 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.7650194 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.8118573 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.8274699 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.8430825 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.8586951 
EventType: Intensity EventDate: 8/3/2020 3:05:45 PM AdditionalInfo: 0.8743079 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.8899205 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9055331 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9211458 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9367584 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9523711 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9679837 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 0.9992089 
EventType: Intensity EventDate: 8/3/2020 3:05:46 PM AdditionalInfo: 1.030434 
EventType: Intensity EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 1.046047 
EventType: Intensity EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 1.06166 
EventType: Tension EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 101 
EventType: Tension EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 102 
EventType: Tension EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 105 
EventType: Tension EventDate: 8/3/2020 3:05:47 PM AdditionalInfo: 107 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 110 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 116 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 119 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 128 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 133 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 135 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 142 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 146 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 148 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 152 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 154 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 155 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 158 
EventType: Tension EventDate: 8/3/2020 3:05:48 PM AdditionalInfo: 159 
