EventType: OnAppLoad EventDate: 7/27/2020 1:39:57 PM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 1:40:04 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 1:40:08 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 1:40:12 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 1:40:15 PM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 1:40:16 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:40:16 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:40:16 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 1:40:16 PM AdditionalInfo: 13 
EventType: Rotation EventDate: 7/27/2020 1:40:32 PM AdditionalInfo: 0 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 4 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 10 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 15 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 21 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 27 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 30 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 33 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 59 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 88 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 121 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 153 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 182 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 197 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 214 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 223 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 229 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 232 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 234 
EventType: Rotation EventDate: 7/27/2020 1:40:33 PM AdditionalInfo: 237 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 249 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 252 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 255 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 258 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 261 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 258 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 255 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 252 
EventType: Rotation EventDate: 7/27/2020 1:40:34 PM AdditionalInfo: 246 
