EventType: OnAppLoad EventDate: 7/27/2020 1:26:51 PM AdditionalInfo:  
EventType: Click EventDate: 7/27/2020 1:27:12 PM AdditionalInfo: Yes Button 
EventType: Click EventDate: 7/27/2020 1:27:16 PM AdditionalInfo: Next Button 
EventType: Click EventDate: 7/27/2020 1:27:22 PM AdditionalInfo: Play Button 
EventType: OnAppLoad EventDate: 7/27/2020 1:27:24 PM AdditionalInfo:  
EventType: Tension EventDate: 7/27/2020 1:27:25 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:27:25 PM AdditionalInfo: 100 
EventType: Tension EventDate: 7/27/2020 1:27:25 PM AdditionalInfo: 100 
EventType: Rotation EventDate: 7/27/2020 1:27:25 PM AdditionalInfo: 13 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 15 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 24 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 27 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 28 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 31 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 36 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 38 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 41 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 44 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 47 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 48 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 50 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 51 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 53 
EventType: Rotation EventDate: 7/27/2020 1:27:30 PM AdditionalInfo: 55 
